Initial ID,ID,Class,Order,Family,Subfamily,Genus,Species,PT1,PT2,PT3,PT4,PT5,PT6,PT7,PT8,PT9,PT10,PT11,PT12,PT13,PT14,PT15
230,Msp230,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Msp231,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Msp232,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Msp233,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Msp234,Insecta,Hemiptera,Rhyparochromidae,Rhyparochrominae,Dieuches,armatipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Msp235,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Msp236,Insecta,Hemiptera,Miridae,Phylinae,Plagiognathus,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Msp237,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Msp238,insecta,Diptera,Muscidae,Atherigoninae,Atherigona,orientalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Msp239,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Msp240,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Msp241,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Msp242,Insecta,Hymenoptera,Pentatomidae,Pentatominae,Brochymena,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Msp243,Insecta,Orthoptera,Acrididae,Cyrtacanthacridinae,Schistocerca,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Msp244,Insecta,Hemiptera,Reduviidae,Harpactorinae,Zelus,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Msp245,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Msp246,Insecta,Coleoptera,Tenebrionidae,Diaperinae ,Phaleria,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Msp247,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Msp248,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Msp249,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Msp250,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Msp251,Insecta,Hemiptera,Coreidae,Coreinae,Leptoglossus,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Msp252,insecta,Hemiptera,Pentatomidae,Pentanomidae,Pentatoma,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Msp253,insecta,Orthoptera,Acrididae,Oxyinae,Oxya,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Msp254,insecta,Mantodae,Mantidae,Stagmomantinae,Stagmomantis,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Msp255,insecta,Hymenoptera,Formicidae,Formicinae,Oecophylla,longinoda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Msp256,insecta,Diptera,Stratiomyidae,Sarginae,Microchrysa,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Msp257,Arachnida,Araneae,salticidae,Salticinae,Myrmarachne,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt1,MSp 258,Insecta,Coleoptera,Carabidae,Carabinae,Brachyodes , nigrita,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0
Pt3,MSp 260,Arachnida,Araneae,Theridiosomatidae,Theridiosomatinae,Baalzebub ,baubo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pt4,MSp 261,Insecta,Diptera,Muscidae,Musicinae,Neomyia,sp,2,1,2,0,1,0,0,1,1,0,0,2,0,0,0
Pt7,MSp 264,Insecta,Hymenoptera,Crabronidae,Crabronidae,Trypoxylon ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt8,MSp 265,Insecta,Coleoptera,Carabidae,Harpalinae,Platynus ,sp,1,0,0,0,8,0,0,0,0,1,0,0,1,0,0
Pt9,MSp 266,Insecta,Hymenoptera,Formicidae, Ponerinae,Paltothyreus ,tarsatus,0,0,0,1,1,1,0,1,0,2,0,0,1,1,1
Pt10,MSp 267,Insecta,Coleoptera,Carabidae,Harpalinae,Cymindis ,sp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt11,MSp 268,Insecta,Coleoptera,Elateridae ,Elaterinae,Melanotus ,castanipes,0,2,1,1,0,0,1,2,1,2,0,0,0,0,0
Pt12,MSp 269,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotus ,vividus,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Pt13,MSp 270,Insecta,Hymenoptera,Evaniidae,Evaniinae ,Evania ,appendigaster,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pt14,MSp 271,Insecta,Diptera,Muscidae,Phaoniinae,Phaonia ,subventa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pt15,MSp 272,Insecta,Coleoptera,Scarabaeidae,Scarabaeinae,Copris ,sp,1,1,3,1,3,1,1,0,0,0,0,2,0,2,0
Pt16,MSp 273,Arachnida,Araneae,Gnaphosidae,Gnaphosinae,Scotophaeus ,sp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pt18,MSp 275,Insecta,Coleoptera,Scarabaeidae,Scarabaeinae,Canthon ,sp,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Pt20,MSp 277,insecta,Hymenoptera,Formicidae,Formicinae,Camponotus, flavomarginatus,0,0,0,0,1,0,0,1,1,0,2,0,1,0,1
Pt21,MSp 278,Insecta,Coleoptera,Curculionidae, Entiminae,Blosyrus ,sp,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Pt22,MSp 279,Insecta,Hymenoptera,Tiphiidae,Tiphiinae,Tiphia ,femorata,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pt23,MSp 280,Arachnida,Araneae,Linyphiidae,Linyphiinae,Walckenaeria,antica,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0
Pt25,MSp 282,Insecta,Diptera,Glossinidae,Glossininae,Glossina ,fusca,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pt26,MSp 283,Insecta,Hemiptera,Reduviidae,Reduviinae,Reduvius ,personatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pt27,MSp 284,Insecta,Hemiptera,Cydnidae,Cydninae,Cydnus ,aterrimus,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Pt28,MSp 285,Insecta,Coleoptera,Scarabaeidae, Melolonthinae,Maladera ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt30,MSp 287,Arachnida,Araneae,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt31,MSp 288,Insecta,Blattodae,Hodotermopsidae,Hodotermopsinae,Hodotermopsis ,sjostedti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt32,MSp 289,Insecta,Hemiptera,Thyreocoridae,Corimelaeninae,Corimelaena ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt33,MSp 290,Insecta,Coleoptera,Carabidae,Scaritinae,Dyschirius ,obscurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt34,MSp 291,Insecta,Orthoptera,Tettigoniidae,Conocephalinae,Colossopus ,grandidieri,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Pt35,MSp 292,Insecta,Coleoptera,Tenebrionidae,Tenebrionidae,Tenebrio, sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt36,MSp 293,Malacostraca,Isopoda,Armadillidiidae,Aramadillidiinae,Armadillidium ,sp,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Pt37,MSp 294,Arachnida,Araneae,Salticidae,Salticinae,Hasarius ,adansoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pt39,MSp 296,Diplopoda,Spirostreptida,Spirostreptidae,Spirostreptinae ,Orthoporus ,ornatus,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0
Pt40,MSp 297,Insecta,Coleoptera ,Tenebrionidae,Tenebrioninae,Gonopus ,tibialis,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0
Pt41,MSp 298,Arachnida,Araneae,Lycosidae,Lycosinae,Pitata ,sp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pt42,MSp 299,Arachnida,Araneae,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt43,MSp 300,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogaster, sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt44,MSp 301,Insecta,Thysanura,Meinertellidae,Meinertellinae,Machilinus,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt45,MSp 302,Arachnida,Araneae,Titanoecidae,Titanoecinae,Pandava ,laminata,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pt46,MSp 303,Arachnida,Araneae,Cyrbaucheniidae,Cyrbaucheniinae,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt48,MSp 305,Insecta,Diptera,Calliphoridae, Calliphorinae,Cordylobia  ,anthropophaga,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pt50,MSp 307,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotus ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt51,MSp 308,Arachnida,Araneae,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt52,MSp 309,Arachnida,Araneae,Ctinidae,Ctininae,Acanthoctenus ,sp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pt53,MSp 310,Insecta,Coleoptera,Scarabaeidae,Scarabaeinae,Scybalocanthon ,adisi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt54,MSp 311,Insecta,Coleoptera,Staphylinidae,Staphylininae,Hemiquidius,ferox,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pt55,MSp 312,Insecta,Hymenoptera,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt56,MSp 313,Insecta,Coleoptera,Scarabaeidae,Scarabaeinae,Copris ,lunaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt57,MSp 314,Insecta,Coleoptera,Nitidulidae,Nitidulinae,Stelidota ,geminata,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pt58,MSp 315,Insecta,Hymenoptera,Crabronidae,Crabroninae,Stigmus ,fronticoncavus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt59,MSp 316,Insecta,Hymenoptera,Formicidae,Myrmicinae,Monomorium ,opacum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt60,MSp 317,Arachnida,Araneae,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt61,MSp 318,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides ,biguttalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt62,MSp 319,Insecta,Hymenoptera,Formicidae,Ponerinae,Mesoponera ,escherichi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pt63,MSp 320,Arachnida,Araneae,Segetriidae,Segetriinae,Segestria ,florentina,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pt64,MSp 321,Insecta,Hymenoptera,Formicidae,Myrmicinae,Tetramorium ,sericeiventre,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Pt65,MSp 322,Insecta,Coleoptera,Carabidae,Scaritinae,Clivina ,collaris,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
Pt66,MSp 323,Insecta,Hymenoptera,Formicidae,Myrmicinae,Monomorium, salomonis,0,0,1,1,6,0,0,3,0,1,0,0,0,3,6
Pt67,MSp 324,Insecta,Hymenoptera,Formicidae,Formicinae,Nylanderia ,sp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pt68,MSp 325,Insecta,Coleoptera,Carabidae,Harpalinae,Amara ,sp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pt69,MSp 326,Insecta,Coleoptera,Scarabaeidae,Rutelinae,Adoretus ,sp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pt70,MSp 327,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotus ,sp,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
Pt72,MSp 329,Insecta,Coleoptera,Nitidulidae,Carpophilinae,Carpophilus ,marginellus ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
