Initial ID,ID,Class,Order,Family,Subfamily,Genus,Species,PT1,PT2,PT3,PT4,PT5,PT6,PT7,PT8,PT9,PT10,PT11,PT12,PT13,PT14,PT15
37,Msp37,Insecta,Hymenoptera,Formicidae,Myrmicinae,Tetramorium ,sericeiventre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Msp38,Insecta,Coleoptera,Cerambycidae,Spondilinae,Tetropium ,casteneum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Msp39,Insecta,Coleoptera,Coccinellidae,Scymninae,Scymnus ,pallens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Msp40,Insecta,Coleoptera,Curculionidae,Molytinae,Hylobius ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Msp41,Insecta,Coleoptera,Scarabaeidae,Melolonthinae,Holotrichia ,serrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Msp42,Insecta,Coleoptera,Hemiptera,Coreinae,Amorbus ,rubiginosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Msp43,Arachnida,Araneae,Salticidae,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Msp44,Insecta,Coleoptera,Coccinellidae,Scymninae,Hyperaspidius ,nanelius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Msp45,Insecta,Hymenoptera,Encyrtidae,Encyrtinae,Encyrtus ,aurantii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Msp46,Arachnida,Araneae,Salticidae,Salticinae,Evarcha ,jucunda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Msp47,Arachnida,Araneae,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Msp48,Insecta,Coleoptera,Curculionidae,Anthonominae,Anthonomus ,abdominalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Msp49,Insecta,Orthoptera,Pyrgomorphidae ,Pyrgomorphinae,Zonocerus ,variegatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Msp50,Insecta,Coleoptera,Chrysomelidae,Criocerinae,Oulema ,melanopus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Msp51,Insecta,Coleoptera,Coccinellidae,Scymninae,Zilus ,horni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Msp52,Insecta,Hemiptera,Nabidae,Nabinae,Hoplistoscelus ,pallescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Msp53,Insecta,Orthoptera,Pyrgomorphidae ,Pyrgomorphinae,Zonocerus ,elegans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Msp54,Insecta,Hemiptera,Pentatomidae,Pentatominae ,Halyomorpha ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Msp55,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotus ,aeneopilosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Msp56,Insecta,Hymenoptera,Formicidae,Formicinae,Paratrechina ,longicornis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Msp57,Insecta,Hymenoptera,Formicidae,Formicinae,Camponotus ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Msp58,Insecta,Coleoptera,Curculionidae,Lixinae,Larinus ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Msp59,Insecta,Coleoptera,Coccinellidae,Scymninae,Thalassa ,montezumae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Msp60,Insecta,Hemiptera,Membracidae,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Msp62,Arachnida,Araneae,Gnaphosidae,Gnaphosinae,Haplodrassus ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Msp63,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogaster ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Msp64,Insecta,Coleoptera,Bruchidae, Bruchinae,Acanthoscelides ,obtectus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Msp65,Insecta,Blattodea,Blaberidae,Blaberinae,Blaptica ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Msp66,Arachnida,Araneae,Linyphiidae,Linyphiinae,Neriene ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Msp67,Insecta,Coleoptera,Cerambycidae,Lamiinae,Pterolophia ,melanura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Msp68,Insecta,Coleoptera,Chrysomelidae,Criocerinae,Lema ,diversipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Msp69,Arachnida,Araneae,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Msp70,Arachnida,Araneae,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Msp71,Insecta,Hemiptera,Reduviidae,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Msp72,Arachnida,Araneae,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Msp73,Insecta,Coleoptera,Coccinellidae,Chilocorinae,Axion ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Msp74,Insecta,Dermaptera,Forticulidae,Forficulinae,Forticula, auricularia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75,Msp75,Insecta,Coleoptera,lycidae,Metriorrhynchinae,Porrostoma ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Msp76,Insecta,Coleoptera,Tenebrionidae,Tenebrioninae,Gonocephalum ,adpressiforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Msp77,Insecta,Coleoptera,Coccinellidae,Scymninae,Scymnus ,tenebrosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Msp78,Arachnida,Araneae,Linyphiidae,Linyphiinae,Agyneta ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Msp79,Insecta,Hemiptera,Piesmatidae,Piesmatinae,Parapiesma ,quadratum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Msp80,Insecta,Hemiptera,Pentatomidae,Pentatominae,Cosmopepla, binotata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Msp81,Insecta,Dermaptera,Forticulidae,Forficulinae,Forficula ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Msp82,Insecta,Orthoptera,Tettigoniidae,Tettigoniinae ,Tettigonia, sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Msp83,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Msp84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Msp85,Malacostraca,Isopoda,Armadillidiidae,Armadillidiinae ,Armadillidium ,nasatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Msp86,Insecta,Hymenoptera,Scelionidae,Teleasinae,Trimorus ,caraborum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Msp87,Insecta,Coleoptera,Lampyridae,Lampyrinae.,Lampyris ,noctiluca,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0
88,Msp88,Insecta,Orthoptera,Tetrigidae,Cladonotinae,Tettilobus ,trishula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Msp89,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Msp90,Insecta,Hemiptera,Rhapalidae,Serinethinae,Boisea ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Msp91,Insecta,Hemiptera,Geocoridae,Geocorinae,Geocoris ,uliginosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Msp92,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Msp93,Insecta,Orthoptera,Thericleidae,Thericleinae,Thericles ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Msp94,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Msp95,Insecta,Coleoptera,Tenebrionidae,Tenebrioninae,Dendarus ,coarcticollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Msp96,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Msp97,Insecta,Hymenoptera,Formicidae,Myrmicinae,Cardiocondyla ,obscurior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Msp98,Insecta,Hemiptera,Beocoridae,Geocorinae,Geocoris ,uliginosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Msp99,Insecta,Coleoptera,Endomychidae,Lycoperdininae,Indalmus ,strigalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Msp100,Insecta,Coleoptera,Chrysomelidae,Chrysomelinae,Chrysolina ,sp,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
101,Msp101,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Msp102,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Msp103,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Msp104,Insecta,Hemiptera,Membracidae,Smilinae,Anisostylus ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Msp105,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Msp106,Insecta,Hemiptera,Veliidae,Microveliinae,Microvelia,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Msp107,Insecta,Hemiptera,Lygaeidae,Lygaeinae,Lygaeus ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Msp108,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Msp109,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Msp110,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Msp111,Insecta,Coleoptera ,Chrysomelidae,Cassidinae,Charidotella ,sexpunctata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Msp112,Arachnida,Araneae,Cprinnidae,Orthocentrinae,Myrmecolypus ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Msp113,Insecta,Hemiptera,Pentatomidae,Asopinae,Zicrona ,caerulea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Msp114,Insecta,Coleoptera,carabidae,Harpalinae,Lebia ,chlorocephala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Msp115,Arachnida,Araneae,Thericleidae,Theridiinae,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Msp116,Insecta,Coleoptera,carabidae,Harpalinae,lebia ,viridis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Msp117,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Msp118,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Msp119,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Msp120,Arachnida,Araneae,Araneae,Araneinae,Larinioides ,cornutus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Msp121,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Msp122,Insecta,Hemiptera,Lygaeidae,Oxycareninae,Oxycarenus ,lavaterae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Msp123,Insecta,Hymenoptera,Encyrtidae,Encyrtinae,Tachinaephagus ,zealandicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Msp124,Insecta,Diptera,Ulidiidae,Ulidiinae,Euxesta ,annonae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Msp125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Msp126,Insecta,Coleoptera,Coccinellidae,Scymninae,Diomus ,pseudolaedatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Msp127,Insecta,Coleoptera,Lycidae,Lycinae,Calopteron,reticulatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Msp128,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Msp129,Insecta,Hymenoptera,Formicidae,Myrmicinae,Crematogaster ,mytans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Msp130,Insecta,Hemiptera,Cicadellidae,Deltocephalinae,Penthimia ,nitida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Msp131,Insecta,Diptera,Stratiomyidae,Hermetiinae,Hermetia ,illucens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Msp132,Arachnida,Araneae,Salticidae,Salticinae,Mago ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Msp133,Arachnida,Araneae,Salticidae,Salticinae,Saitis ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Msp134,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Msp135,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Msp136,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Msp137,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Msp138,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Msp139,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Msp140,Arachnida,Araneae,Palpimanidae,Palpimaninae,Sarascelis ,chaper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Msp141,Insecta,Hemiptera,Alydidae,Alydidae,Alydus ,calcaratus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Msp142,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Msp143,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Msp144,Arachnida,Oribatida,Euzetidae,Euzetidae,Euzetes ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Msp145,Insecta,Hemiptera,Plataspidae,Plataspinae,Brachyplatys,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Msp146,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Msp147,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Msp148,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Msp149,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Msp150,Insecta,Coleoptera ,Staphylinidae,Paederinae,Rugilus ,orbiculalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Msp151,Insecta,Coleoptera,Curculionidae,Curculioninae,Neomastix ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Msp152,Insecta,Coleoptere,Scarabaeidae,Scarabaeinae,Copris ,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Msp153,Insecta,Hemiptera,Oxycarenidae,Oxycareninae,Oxycarenus ,hyalinipennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Msp154,Malacostraca,Isopoda,Armadillidiidae,Armadillidiinae,Armadillidium ,granulatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Msp155,Insecta,Hemiptera,Plataspidae,Plataspinae,Megacopta,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Msp156,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Msp157,insecta,Coleoptera,Coccinellidae,Coccinellinae,Cheilomenes,sulphurea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Msp158,Insecta,Blattodea,Blattidae,Blattinae,Periplaneta,americana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Msp159,Insecta,Coleoptera,Tenebrionidae,Alleculinae,Hymenalia,rufipes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Msp160,Insecta,Hemiptera,Plataspidae,Plataspinae,Coptosoma,xanthogramma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Msp161,Diplopoda,Platydesmida,Andrognathidae,Andrognathidae,Brachycybe,producta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Msp162,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Msp163,Insecta,Coleoptera,Chrysomelidae,Cassidinae,Charidotella sp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Msp164,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Msp165,Insecta,Hemiptera,Rhyparochromidae,Rhyparochrominae,Rhyparochromus,vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Msp166,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Msp167,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Msp168,Insecta,Coleoptera,carabidae,Harpalinae,Lebia,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Msp169,Insecta,Lepidoptera,Nymphalidae,Heliconiinae,Acraea,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Msp170,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Msp171,Insecta,Coleoptera,Corylophidae,Corylophinae,Holopsis,marginicollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Msp172,Insecta,Tenebrionidae,Lagridae,Lagriinae,Luprops,orientalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Msp173,Insecta,Coleoptera,Tenebrionidae,Diaperinae,Phaleria,cadaverina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Msp174,Insecta,Coleoptera,Scarabaeidae,Dynastinae,Cyclocephala,lurida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Msp175,Arachnida,Araneae,Salticidae,Salticinae,Plexippus,paykulli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Msp176,Insecta,Hemiptera,Geocoridae,Geocorinae,Geocoris,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Msp177,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Msp178,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Msp179,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Msp180,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Msp181,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Msp182,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Msp183,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Msp184,Arachnida,Araneae,Salticidae,Salticinae,Mago,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Msp185,Insecta,Hemiptera,Plataspidae,Plataspinae,Megacopta,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Msp186,Insecta,Coleoptera,Cerambycidae,Cerambycinae,Anelaphus, villosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Msp187,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Msp188,Insecta,Coleoptera,Cerambycidae,Lamiinae,Monochamus,sartor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Msp189,Insecta,Hemiptera,Plataspidae,Plataspinae,Brachyplatys,Subaeneus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Msp190,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Msp191,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Msp192,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Msp193,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Msp194,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Msp195,Insecta,Hemiptera,Coreidae,Coreinae,Acanthocephala,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Msp196,Insecta,Hemiptera,Coreidae,Coreinae,Piezogaster,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Msp197,Insecta,Coleoptera,Cerambycidae,Lamiinae,Monochamus,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Msp198,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Msp199,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Msp200,Insecta,Diptera,Calliphoridae,Chrysomyinae,Cochliomyia,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Msp201,Insecta,Hemiptera,Tingidae,Tinginae,Ammianus,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Msp202,Insecta,Hemiptera,Plataspidae,Plataspinae,Megacopta,cribraria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Msp203,Insecta,Coleoptera,Staphylinidae,Paederinae,Paederus ,littoralis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
204,Msp204,Insecta,Hemiptera,Scutelleridae,Scutellerinae,Sphaerocoris,annulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Msp205,Insecta,coleoptera,Coccinellidae,Chilocorinae,Chilocorus,nigritus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Msp206,insecta,Diptera,Nemestrinidae,Nemestrinidae,Moegistorhynchus,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Msp207,insecta,Hemiptera,Clastopteridae,Clastopterinae,Clastoptera,xanthocephala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Msp208,Insecta,Hemiptera,Membracidae,Similinae,Acutalis,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Msp209,Insecta,Hemiptera,Plataspidae,Plataspinae,Megacopta,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Msp210,Insecta,Lepidoptera,Erebidae,Arctiinae,Pareuchaetes,pseudoinsulata,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
211,Msp211,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Msp212,Insecta,Coleoptera,Cerambycidae,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Msp213,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Msp214,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Msp215,Insecta,Orthoptera,Gryllidae,Gryllinae,Gryllus ,sp,3,2,0,0,0,0,1,0,2,0,0,1,0,0,1
216,Msp216,Insecta,Mantodae,Amplidae,Amplinae,Litaneutria,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Msp217,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Msp218,Insecta,Orthoptera,Gryllidae,Oecanthinae,Oecanthus,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Msp219,Insecta,Orthoptera,Gryllidae,Oecanthinae,Oecanthus,pellucens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Msp220,Insecta,Hemiptera,Reduviidae,Stenopodainae,Oncocephalus,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Msp221,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Msp222,Insecta,Coleoptera,Curculionidae,Cryptorhynchinae,Eubulus,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Msp223,Insecta,coleoptera,Cerambycidae,Lamiinae,Hippopsis,lemniscata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Msp224,Insecta,coleoptera,Tenebrionidae, Lagriinae,Statira,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Msp225,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Msp226,Insecta,coleoptera,Chysomelidae,Galerucinae ,Monolepta,sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Msp227,Insecta,Hemiptera,Scatelleridae,Pachycorinae,Homaemus,proteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Msp228,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Msp229,Insecta,Hymenoptera,Formicidae,Ponerinae,Odontomachus,troglodytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
